train_acc,train_loss,val_acc,val_loss
0.023263157894736843,4.4747405,0.0248,4.3587584
0.03444210526315789,4.3103495,0.0424,4.2609997
0.04469473684210527,4.1966157,0.0388,4.2933626
0.05450526315789474,4.090022,0.0732,3.967607
0.06673684210526316,4.002724,0.07120000000000001,3.9972425
0.0763578947368421,3.9508584,0.06280000000000001,4.0146956
0.08471578947368423,3.8897607,0.0996,3.818786
0.09450526315789476,3.834076,0.08,4.007997
0.1041684210526316,3.779138,0.1192,3.7134397
0.11296842105263157,3.7149446,0.11240000000000001,3.6874115
0.12256842105263159,3.6705341,0.11560000000000001,3.6955767
0.13037894736842104,3.619372,0.1448,3.5070975
0.1392842105263158,3.5660877,0.1288,3.5862548
0.1453263157894737,3.5256667,0.13360000000000002,3.5498333
0.15553684210526314,3.4741926,0.16759999999999997,3.3873346
0.16250526315789474,3.4373572,0.1188,3.8189828
0.16850526315789474,3.3962703,0.1796,3.3007517
0.1793263157894737,3.3434358,0.19200000000000003,3.2677798
0.18353684210526314,3.3125627,0.17400000000000002,3.370448
0.19166315789473687,3.261693,0.20600000000000002,3.1568635
0.20229473684210528,3.218123,0.18439999999999998,3.2890563
0.2065684210526316,3.2009945,0.17360000000000003,3.361774
0.2193263157894737,3.1374526,0.2352,3.0386279
0.22421052631578947,3.0935385,0.20199999999999999,3.2213373
0.23149473684210528,3.0542846,0.2388,2.98772
0.24395789473684212,2.992442,0.25,2.9828978
0.2474105263157895,2.97468,0.2232,3.077054
0.25850526315789474,2.9168572,0.2692,2.8490934
0.2670105263157895,2.871601,0.2416,3.0099332
0.26753684210526313,2.8670828,0.228,3.0593402
0.28210526315789475,2.803104,0.29400000000000004,2.7361798
0.28770526315789474,2.7771227,0.23840000000000003,3.0486352
0.28909473684210524,2.7649765,0.2924,2.7591522
0.2992631578947368,2.7137198,0.2872,2.7532744
0.29871578947368416,2.7055922,0.2176,3.316019
0.30431578947368426,2.6818123,0.3208,2.626877
0.31157894736842107,2.637045,0.266,2.8389184
0.313978947368421,2.6364274,0.2848,2.8053124
0.32471578947368424,2.5877244,0.33720000000000006,2.5422006
0.3276421052631579,2.5656724,0.256,2.8893898
0.33216842105263156,2.546477,0.31679999999999997,2.5572543
0.3387157894736842,2.5171978,0.33039999999999997,2.5108132
0.33869473684210527,2.5178986,0.2896,2.7419622
0.34608421052631577,2.485299,0.3532,2.4329307
0.3508,2.4545786,0.2976,2.723372
0.35446315789473687,2.461594,0.3188,2.578967
0.36018947368421045,2.419877,0.3676,2.3849778
0.3616842105263158,2.4069061,0.2864,2.873243
0.3631578947368421,2.4025774,0.34080000000000005,2.4530773
0.37134736842105265,2.3764377,0.33559999999999995,2.4511435
0.3721684210526316,2.371908,0.242,3.1592934
0.3775157894736842,2.3534532,0.3803999999999999,2.2976525
0.38435789473684207,2.3278227,0.3104,2.697513
0.37854736842105263,2.3339527,0.3556,2.4630766
0.3864421052631579,2.294748,0.37079999999999996,2.3305426
0.3868631578947368,2.2945817,0.2304,3.2722104
0.3857894736842105,2.2970624,0.3784,2.3198805
0.3963789473684211,2.260914,0.364,2.3453112
0.3942105263157895,2.2719278,0.2904,2.9258401
0.3989684210526316,2.2477124,0.3872,2.2468293
0.40456842105263163,2.2260592,0.3472,2.518451
0.4011578947368421,2.237706,0.3264,2.6044304
0.40583157894736843,2.2145734,0.3972,2.2323222
0.4099368421052631,2.208585,0.20759999999999998,3.777507
0.4055157894736842,2.209073,0.39880000000000004,2.2346334
0.4157473684210526,2.1740232,0.39360000000000006,2.2459795
0.41101052631578944,2.186769,0.3244,2.6252007
0.4175368421052632,2.171544,0.406,2.1642973
0.41637894736842107,2.1565185,0.31920000000000004,2.7153003
0.4186947368421053,2.1635587,0.35120000000000007,2.4878466
0.4198947368421053,2.1427648,0.42119999999999996,2.130934
0.4245894736842105,2.1337557,0.3428,2.5287986
0.4222947368421053,2.1434715,0.40880000000000005,2.179759
0.4308421052631579,2.101881,0.4059999999999999,2.2361972
0.42894736842105263,2.1205335,0.352,2.5265975
0.43096842105263156,2.1036425,0.418,2.1176443
0.43174736842105266,2.095019,0.3284,2.6334639
0.42957894736842106,2.110669,0.3876,2.3071728
0.4366105263157895,2.0820277,0.4296,2.08895
0.4338526315789474,2.086204,0.324,2.693316
0.43412631578947364,2.092324,0.40480000000000005,2.1761465
0.4410736842105263,2.06374,0.4096,2.1853564
0.4368842105263158,2.0765224,0.35,2.4397392
0.4413263157894737,2.0612912,0.4364,2.085366
0.4443578947368422,2.048085,0.41200000000000003,2.2004054
0.44138947368421055,2.0585475,0.354,2.4920127
0.4491368421052632,2.0330691,0.43800000000000006,2.0885403
0.445621052631579,2.0381777,0.34440000000000004,2.6101685
0.44909473684210527,2.0315652,0.4288,2.1646304
0.45227368421052627,2.010766,0.42,2.193241
0.4491157894736842,2.027462,0.37640000000000007,2.3321013
0.4496210526315789,2.0189195,0.4288,2.0469317
0.4557894736842105,1.9929005,0.3364000000000001,2.7098093
0.45229473684210525,2.0185843,0.3496,2.537761
0.45560000000000006,1.9993911,0.4368,2.0066502
0.45808421052631587,1.989588,0.34600000000000003,2.5502396
0.4540842105263158,1.9976256,0.4224,2.1151311
0.4634315789473684,1.9738587,0.4352,2.0535614
0.4595789473684211,1.9828986,0.35479999999999995,2.5422416
0.4604210526315789,1.9746603,0.45359999999999995,2.0020387
