train_acc,train_loss,val_acc,val_loss
0.009600000000000001,4.609349,0.0104,4.6072426
0.009326315789473684,4.6068563,0.0092,4.606588
0.009747368421052631,4.606221,0.0084,4.6063266
0.009621052631578947,4.6059957,0.0076,4.6067405
0.009873684210526314,4.605887,0.0076,4.6068482
0.009136842105263157,4.605854,0.008,4.6074386
0.009494736842105262,4.605796,0.007200000000000001,4.6064863
0.009600000000000001,4.605741,0.0072,4.6065044
0.00936842105263158,4.6058245,0.0076,4.606772
0.009073684210526317,4.6057224,0.007600000000000001,4.606493
0.009094736842105263,4.605708,0.007200000000000001,4.6067533
0.009936842105263157,4.6056848,0.007200000000000001,4.606875
0.01031578947368421,4.6056914,0.0072,4.6067348
0.009621052631578949,4.605781,0.0072,4.607027
0.01031578947368421,4.6056013,0.0064,4.6071334
0.010189473684210526,4.605698,0.0064,4.6069345
0.01,4.6056414,0.006400000000000001,4.606856
0.009431578947368423,4.605585,0.0064,4.6070685
0.009494736842105262,4.605721,0.008,4.607029
0.010168421052631578,4.6056557,0.0072,4.6073484
0.009157894736842106,4.605738,0.0076,4.606954
0.009663157894736842,4.605693,0.0096,4.606919
0.009747368421052633,4.6055284,0.0084,4.606809
0.0092,4.605639,0.0076,4.607074
0.009494736842105262,4.605635,0.008400000000000001,4.606735
0.009747368421052633,4.6055923,0.0068,4.606956
0.008610526315789473,4.605683,0.009200000000000002,4.6064043
0.009326315789473684,4.6055675,0.0092,4.606717
0.009452631578947369,4.6056175,0.0072,4.6068587
0.009305263157894737,4.605665,0.0072,4.606714
0.009263157894736841,4.6056094,0.012,4.607084
0.010168421052631578,4.6056476,0.012000000000000002,4.6066804
0.009536842105263156,4.605565,0.0072,4.606722
0.009684210526315788,4.6055746,0.007200000000000001,4.6067815
0.010147368421052632,4.6055984,0.0072,4.607203
0.009536842105263156,4.6055026,0.007200000000000001,4.6072035
0.009578947368421055,4.60555,0.0072,4.607301
0.009600000000000001,4.6055684,0.0072,4.607313
0.00936842105263158,4.605539,0.0072,4.607262
0.009852631578947368,4.6055813,0.009600000000000001,4.6072645
0.009473684210526316,4.6056323,0.0072,4.6072216
0.009473684210526316,4.605555,0.0072,4.6071053
0.009263157894736843,4.6056314,0.008,4.607124
0.009494736842105262,4.6055136,0.0076,4.6073937
0.009221052631578948,4.6055694,0.008,4.6071424
0.010063157894736842,4.6055307,0.006400000000000001,4.6069317
0.00985263157894737,4.605519,0.0064,4.6070576
0.010063157894736842,4.605586,0.0064,4.6068254
0.00983157894736842,4.605484,0.0064,4.607049
0.009936842105263159,4.6055365,0.009600000000000001,4.60685
0.008799999999999999,4.6054974,0.008400000000000001,4.6067467
0.010336842105263158,4.605451,0.008,4.6069174
0.009494736842105262,4.60549,0.008,4.606784
0.009789473684210527,4.605542,0.01,4.6066356
0.008905263157894736,4.605457,0.009600000000000001,4.6066084
0.009178947368421052,4.6055293,0.008,4.6063848
0.010105263157894739,4.605512,0.008,4.60691
0.009894736842105262,4.6054635,0.008,4.6073155
0.010252631578947369,4.605518,0.0076,4.607373
0.010126315789473685,4.6054482,0.0076,4.607429
0.00951578947368421,4.605506,0.0088,4.60709
0.009915789473684213,4.6055036,0.007200000000000001,4.607048
0.00983157894736842,4.605466,0.0072,4.6070848
0.009705263157894738,4.6054945,0.007200000000000001,4.607011
0.00928421052631579,4.6054573,0.0072,4.6070714
0.009663157894736842,4.6054416,0.009600000000000001,4.606973
0.009305263157894737,4.6054964,0.0076,4.6070323
0.00936842105263158,4.605445,0.0084,4.60704
0.009326315789473684,4.605496,0.0076,4.606972
0.009852631578947368,4.60548,0.006400000000000001,4.607083
0.009747368421052631,4.6054287,0.0084,4.6070943
0.00936842105263158,4.6054716,0.0072,4.607057
0.009621052631578949,4.605443,0.0076,4.607139
0.009873684210526316,4.605425,0.0076,4.607163
0.009621052631578949,4.6054673,0.0088,4.607266
0.009705263157894738,4.605442,0.0076,4.6072993
0.009621052631578949,4.6054688,0.0076,4.6072044
0.009600000000000001,4.6054535,0.008400000000000001,4.607119
0.010042105263157896,4.6054177,0.008,4.6069045
0.009768421052631579,4.605487,0.008,4.607019
0.009957894736842107,4.60544,0.008,4.6071353
0.010063157894736845,4.6054225,0.007200000000000001,4.6070385
0.00911578947368421,4.605473,0.0072,4.606805
0.009557894736842105,4.6054,0.0072,4.606689
0.00983157894736842,4.605457,0.0104,4.6069164
0.009515789473684212,4.605458,0.0104,4.6068554
0.009263157894736843,4.60541,0.0076,4.606965
0.009410526315789475,4.605475,0.0076,4.606983
0.009621052631578949,4.6054296,0.0092,4.607053
0.009726315789473684,4.6054387,0.0068000000000000005,4.6071277
0.00896842105263158,4.6054573,0.008400000000000001,4.606972
0.01,4.6054225,0.009600000000000001,4.606989
0.010547368421052632,4.6055202,0.007200000000000001,4.6068525
0.010252631578947369,4.605442,0.0072,4.606728
0.009747368421052631,4.6053877,0.0076,4.6065626
0.009852631578947368,4.6054935,0.006400000000000001,4.606727
0.009368421052631578,4.605449,0.006400000000000001,4.606924
0.009894736842105263,4.605444,0.0092,4.6068926
0.009663157894736842,4.605466,0.0064,4.6068654
0.00934736842105263,4.60541,0.0064,4.6072226
